[21.03.2016 | 23:06:58] Talorin.Goldberry: Welche Partei ist die AFV?
[06.05.2016 | 15:12:40] Matze.Gamingtv: Klappt leider noch nicht zu 100%
[06.05.2016 | 15:12:47] Florian.Pacman: ok 
[06.05.2016 | 15:12:53] Florian.Pacman: dann mus sich wohl noch warten
[06.05.2016 | 15:13:01] Matze.Gamingtv: jup
[06.05.2016 | 15:14:33] Florian.Pacman: brauche geld
[06.05.2016 | 15:15:47] Florian.Pacman: danke
[06.05.2016 | 15:16:16] Matze.Gamingtv: lol
[06.05.2016 | 15:16:34] Florian.Pacman: was los
[06.05.2016 | 15:16:44] Matze.Gamingtv: Weil dort nix war
[06.05.2016 | 15:17:05] Florian.Pacman: ok
[06.05.2016 | 15:17:42] Florian.Pacman: lol
[06.05.2016 | 15:17:47] Matze.Gamingtv: ?
[06.05.2016 | 15:17:53] Florian.Pacman: neue fahrschule
[06.05.2016 | 15:18:02] Matze.Gamingtv: Logoisch
[06.05.2016 | 15:18:05] Matze.Gamingtv: Logisch
[06.05.2016 | 15:18:16] Matze.Gamingtv: Ist ja kacke wenn alles in ls spielt aber fahrschule in lv ist
[06.05.2016 | 15:18:27] Florian.Pacman: stimmt
[06.05.2016 | 15:19:14] Florian.Pacman: wie geil
[06.05.2016 | 15:19:34] Florian.Pacman: sind das die pizza boy fahrzeuge
[06.05.2016 | 15:19:51] Matze.Gamingtv: ne ist ein anderes Fahrzeug das nur eine texstur haben
[06.05.2016 | 15:20:00] Florian.Pacman: welches
[06.05.2016 | 15:20:13] Matze.Gamingtv: Sweeper
[06.05.2016 | 15:20:21] Florian.Pacman: ok ich holl mir ein XD
[06.05.2016 | 15:20:36] Matze.Gamingtv: Sind Job Fahrzeuge keine Privaten
[06.05.2016 | 15:20:41] Florian.Pacman: schade
[06.05.2016 | 15:24:02] Matze.Gamingtv: ARRRRRRRRRRR
[06.05.2016 | 15:24:02] Florian.Pacman: lol was denn das
[06.05.2016 | 15:25:48] Florian.Pacman: ähm ja
[06.05.2016 | 15:27:02] Florian.Pacman: würdest du mich zum autohaus bringen
[06.05.2016 | 15:27:16] Matze.Gamingtv: ja
[06.05.2016 | 15:27:20] Florian.Pacman: danke
[06.05.2016 | 15:32:09] Florian.Pacman: danke
[06.05.2016 | 15:33:21] Matze.Gamingtv: Elegy ist zu Günstig
[06.05.2016 | 15:33:32] Matze.Gamingtv: Da der zu viele Tuning möglichkeiten hat genau so wie Stratum
[06.05.2016 | 15:33:44] Florian.Pacman: ne 25k
[06.05.2016 | 15:33:50] Matze.Gamingtv: Beide Teurer machen
[06.05.2016 | 15:34:25] Florian.Pacman: ok ?
[06.05.2016 | 15:34:44] Matze.Gamingtv: Ok
[06.05.2016 | 15:35:29] Florian.Pacman: muss ich denn stratum auch teurer machen ?
[06.05.2016 | 15:38:15] Florian.Pacman: matze
[06.05.2016 | 15:38:37] Florian.Pacman: darf ein kollege von mir auf dem server der hat das pw aber nicht ?
[06.05.2016 | 15:39:37] Matze.Gamingtv: Ja
[06.05.2016 | 15:39:51] Florian.Pacman: ok dann gebe ich ihm das pw
[06.05.2016 | 15:40:17] Matze.Gamingtv: Mach das
[06.05.2016 | 15:41:10] Florian.Pacman: jup der kommt jetzt auch
[06.05.2016 | 15:44:08] Florian.Pacman: na toll der hafen isat voll
[06.05.2016 | 15:44:10] Florian.Pacman: ist
[06.05.2016 | 15:45:12] Florian.Pacman: mhh lecker
[06.05.2016 | 15:45:14] Matze.Gamingtv: :(
[06.05.2016 | 15:45:28] Matze.Gamingtv: kacke
[06.05.2016 | 15:45:36] Florian.Pacman: was los
[06.05.2016 | 15:46:05] Matze.Gamingtv: Der sollte auf der Lade Fläche frei sein
[06.05.2016 | 15:46:14] Florian.Pacman: ohhh
[06.05.2016 | 15:56:47] Matze.Gamingtv: :D
[06.05.2016 | 15:56:51] Florian.Pacman: cool
[06.05.2016 | 15:56:55] Matze.Gamingtv: Was für ein Fail :D
[06.05.2016 | 15:57:19] Florian.Pacman: why
[06.05.2016 | 16:00:45] Matze.Gamingtv: Weil der nicht Unsichtbar sein sollte
[06.05.2016 | 16:01:03] Florian.Pacman: war der doch nicht
[06.05.2016 | 16:01:22] Matze.Gamingtv: Aber auch nicht Vollständing
[06.05.2016 | 16:01:55] Florian.Pacman: ok
[06.05.2016 | 16:03:46] Matze.Gamingtv: Roadtrain nicht mehr Verkaufen
[06.05.2016 | 16:03:58] Florian.Pacman: wollte ich ja garnicht
[06.05.2016 | 16:04:14] Matze.Gamingtv: why
[06.05.2016 | 16:04:25] Florian.Pacman: wieso sollte ich denn verkaufen
[06.05.2016 | 16:04:47] Matze.Gamingtv: Hätte ich den nicht gemodet dann hättest du den ja an InterTrans Verkaufen müssen?
[06.05.2016 | 16:04:58] Florian.Pacman: achso
[06.05.2016 | 16:05:12] Matze.Gamingtv: Der Mod schaut aber Gut aus aber auch beknackt
[06.05.2016 | 16:05:15] Florian.Pacman: ich brauch die neuen autos
[06.05.2016 | 16:05:29] Florian.Pacman: naja geht
[06.05.2016 | 16:08:57] Matze.Gamingtv: Ich Liefere aber heute nicht aus
[06.05.2016 | 16:09:24] Florian.Pacman: da sind aber die noob autos drin+
[06.05.2016 | 16:09:47] Florian.Pacman: und fluggeräte
[06.05.2016 | 16:13:15] Florian.Pacman: kannst du mir nen lkw geben dann kann ich die zu mir fahren
[06.05.2016 | 16:13:29] Matze.Gamingtv: Wie willst sie auspacken?
[06.05.2016 | 16:13:34] Florian.Pacman: garnicht
[06.05.2016 | 16:13:48] Matze.Gamingtv: Also willst du 20 Trailer auf dein kleinen Grundstück stellen?
[06.05.2016 | 16:14:00] Florian.Pacman: was heist alle
[06.05.2016 | 16:14:33] Matze.Gamingtv: Verkauf erst mal die Autos was du ihr hast, den zu viele Autos bringt Probleme bei der Map 
[06.05.2016 | 16:14:39] Matze.Gamingtv: lade zeit
[06.05.2016 | 16:14:48] Florian.Pacman: ok
[06.05.2016 | 16:17:03] Florian.Pacman: was ist mit dem ?
[06.05.2016 | 16:18:14] Matze.Gamingtv: Nix 
[06.05.2016 | 16:18:29] Florian.Pacman: warum  steht der hier
[06.05.2016 | 16:28:08] Matze.Gamingtv: Einfach nur so da ich jetzt Einkaufen fahr
[06.05.2016 | 16:28:30] Florian.Pacman: ok
[06.05.2016 | 22:02:15] Florian.Pacman: 7rep
[06.05.2016 | 22:10:40] Marcel.Zockerhd: flo?
[06.05.2016 | 22:14:52] Marcel.Zockerhd: ICH WILL BEI DIR ARBEITEN
[06.05.2016 | 22:15:55] Florian.Pacman: das ist halt das blöde du musst viel mit dem forum arbeiten und alle automarken auswendig lernen
[06.05.2016 | 22:17:45] Marcel.Zockerhd: OK
[06.05.2016 | 22:20:04] Marcel.Zockerhd: ich will farschule
[06.05.2016 | 22:20:54] Florian.Pacman: warte
[06.05.2016 | 22:22:00] Marcel.Zockerhd: was ist das für ein mast auf mein kopf
[06.05.2016 | 22:22:11] Florian.Pacman: ß
[06.05.2016 | 22:22:14] Florian.Pacman: ?
[06.05.2016 | 22:26:17] Florian.Pacman: du darfst dann für 2 monate nirgendsanders rein
[06.05.2016 | 22:35:41] /me Florian.Pacman: verwendet sein Verbandszeug.
[06.05.2016 | 22:35:47] /me Florian.Pacman: verwendet sein Verbandszeug.
[06.05.2016 | 22:42:52] Marcel.Zockerhd: rede
[06.05.2016 | 22:43:07] Florian.Pacman: alles klar
[06.05.2016 | 22:46:04] Marcel.Zockerhd: mach aus
[06.05.2016 | 22:46:12] Florian.Pacman: weil
[06.05.2016 | 22:46:53] Marcel.Zockerhd: ermacht
[06.05.2016 | 22:48:07] Marcel.Zockerhd: farschule bitte
[06.05.2016 | 22:48:55] Marcel.Zockerhd: wo sind die autos
[06.05.2016 | 22:49:06] Florian.Pacman: musst du bei mir kaufen
[06.05.2016 | 22:49:45] Marcel.Zockerhd: matzeund du hatten doch mal welche hir hin gestelt
[06.05.2016 | 22:50:30] Marcel.Zockerhd: juckt nimand
[06.05.2016 | 22:51:16] Florian.Pacman: marcel
[06.05.2016 | 22:51:24] Marcel.Zockerhd: WAS?
[06.05.2016 | 22:51:29] Florian.Pacman: du musst die autos kaufen
[06.05.2016 | 22:51:38] Marcel.Zockerhd: habe kein geld
[06.05.2016 | 22:51:46] Florian.Pacman: doch
[06.05.2016 | 22:52:04] Marcel.Zockerhd: muss ich das mit mein eigenes geld kaufen?
[06.05.2016 | 22:52:14] Florian.Pacman: du musst am atm fahrschule eingeben
[06.05.2016 | 22:52:26] Florian.Pacman: kommm
[06.05.2016 | 22:52:31] Florian.Pacman: komm
[06.05.2016 | 22:52:40] Marcel.Zockerhd: was ist atm
[06.05.2016 | 22:52:51] Marcel.Zockerhd: flo
[06.05.2016 | 22:53:07] Florian.Pacman: das
[06.05.2016 | 22:53:25] Marcel.Zockerhd: und auserdem brauch ich selber ein fürerschein
[06.05.2016 | 22:53:42] Florian.Pacman: wenn du im dienst bist nicht
[06.05.2016 | 22:54:01] Marcel.Zockerhd: was wen ich im dins bin nicht
[06.05.2016 | 22:54:28] Florian.Pacman: mach mal beim atm fahrschule ein
[06.05.2016 | 22:55:06] Florian.Pacman: marcel
[06.05.2016 | 22:55:18] Marcel.Zockerhd: jungeeeeeeeeee noch einnal und ich gehe off
[06.05.2016 | 22:55:32] Florian.Pacman: jetzt mach mal m auf dem automaten und gib fahrschule ein
[06.05.2016 | 22:55:58] Florian.Pacman: und geh auf einloggen
[06.05.2016 | 22:56:23] Marcel.Zockerhd: junge komm ts dan erkläre mir was das ist du weist ich bin in  mta ein noob hub
[06.05.2016 | 22:56:49] Florian.Pacman: ich kann nicht mehr ts
[06.05.2016 | 22:56:56] Marcel.Zockerhd: warum
[06.05.2016 | 22:57:31] Florian.Pacman: also du gehst auf m drückst auf dem atm so dann gibst du Fahrschule ein dann auf einloggen 
[06.05.2016 | 22:58:00] Marcel.Zockerhd: erstmal will ich wider ein fürerschein
[06.05.2016 | 22:58:13] Florian.Pacman: ja dafür brauch ich ben
[06.05.2016 | 22:58:35] Marcel.Zockerhd: ist das der auf dem ts?
[06.05.2016 | 22:58:42] Florian.Pacman: jo
[06.05.2016 | 22:59:39] Florian.Pacman: na 
[06.05.2016 | 23:01:01] Florian.Pacman: deutschland ist ein freies land !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!88
[06.05.2016 | 23:02:00] /me Florian.Pacman: zeigt seinen Personalausweiß.
[06.05.2016 | 23:02:30] /me Marcel.Zockerhd: zeigt seinen Personalausweiß.
[06.05.2016 | 23:03:34] Florian.Pacman: ey
[06.05.2016 | 23:03:41] Florian.Pacman: freies lanf
[06.05.2016 | 23:03:44] Florian.Pacman: land
[06.05.2016 | 23:03:47] Florian.Pacman: 88
[06.05.2016 | 23:03:48] Florian.Pacman: 88
[06.05.2016 | 23:03:49] Florian.Pacman: 88
[06.05.2016 | 23:03:51] Florian.Pacman: 88
[06.05.2016 | 23:03:52] Florian.Pacman: 88
[06.05.2016 | 23:03:52] Marcel.Zockerhd: nice habe alles
[06.05.2016 | 23:03:53] Florian.Pacman: 88
[06.05.2016 | 23:03:54] Florian.Pacman: 88
[06.05.2016 | 23:04:16] Florian.Pacman: nur noch die autos
[06.05.2016 | 23:05:46] Marcel.Zockerhd: flo welches auto ist gut ?
[06.05.2016 | 23:06:33] Marcel.Zockerhd: ja
[06.05.2016 | 23:06:57] Florian.Pacman: lass mal
[06.05.2016 | 23:07:04] Florian.Pacman: marcel
[06.05.2016 | 23:07:11] Florian.Pacman: ähm die autos unten
[06.05.2016 | 23:07:16] Marcel.Zockerhd: das wars
[06.05.2016 | 23:07:16] Florian.Pacman: komm mal mit
[07.05.2016 | 13:00:09] Ben.Akaisda: ./ register [Name] [PW]
[07.05.2016 | 13:40:28] Florian.Pacman: 7verkaufe 101000
[07.05.2016 | 13:46:04] Ben.Akaisda: 7auspacken
[07.05.2016 | 14:24:35] Florian.Pacman: hilfe pedo bär
[07.05.2016 | 14:24:44] Florian.Pacman: jh9dl
[07.05.2016 | 14:24:45] Florian.Pacman: iktf
[07.05.2016 | 14:25:07] Florian.Pacman: hhh
[07.05.2016 | 14:25:10] Florian.Pacman: hhh
[07.05.2016 | 14:25:12] Florian.Pacman: hhh
[07.05.2016 | 14:28:01] Florian.Pacman: 7name change marcel.paul ist blöd
[07.05.2016 | 14:29:53] Florian.Pacman: sry mega blödeqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
[07.05.2016 | 14:31:33] Florian.Pacman: hilfe
[07.05.2016 | 14:31:35] Florian.Pacman: hilfe
[07.05.2016 | 14:31:40] Florian.Pacman: pedo blick ist on
[07.05.2016 | 14:31:47] Florian.Pacman: pedo bär
[07.05.2016 | 14:31:50] Florian.Pacman: aha
[07.05.2016 | 14:31:54] Florian.Pacman: hilfe
[07.05.2016 | 14:31:56] Florian.Pacman: hilfe 
[07.05.2016 | 14:31:59] Florian.Pacman: ahahahahahahah
[07.05.2016 | 14:32:04] Florian.Pacman: wusa
[07.05.2016 | 14:32:14] Florian.Pacman: haaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaha
[07.05.2016 | 14:32:18] Florian.Pacman: hilfe
[07.05.2016 | 14:32:21] Florian.Pacman: hilfe
[07.05.2016 | 14:32:23] Florian.Pacman: hilfe 
[07.05.2016 | 14:32:24] Florian.Pacman: ugfl+üdsd
[07.05.2016 | 14:32:25] Florian.Pacman: ojpidsgds
[07.05.2016 | 14:32:40] Florian.Pacman: dieter is da
[07.05.2016 | 14:32:47] Florian.Pacman: der will mich
[09.05.2016 | 16:51:31] Marcel.Zockerhd: hii
[09.05.2016 | 16:52:02] Marcel.Zockerhd: h
[09.05.2016 | 16:52:03] Marcel.Zockerhd: h
[09.05.2016 | 16:52:04] Marcel.Zockerhd: h
[09.05.2016 | 16:52:04] Marcel.Zockerhd: h
[09.05.2016 | 16:52:08] Marcel.Zockerhd: h
[09.05.2016 | 16:52:08] Marcel.Zockerhd: h
[09.05.2016 | 16:52:09] Marcel.Zockerhd: h
[09.05.2016 | 16:52:09] Marcel.Zockerhd: h
[09.05.2016 | 16:52:10] Marcel.Zockerhd: h
[09.05.2016 | 16:52:10] Marcel.Zockerhd: h
[09.05.2016 | 16:52:11] Marcel.Zockerhd: h
[09.05.2016 | 16:52:12] Marcel.Zockerhd: h
[09.05.2016 | 16:52:13] Marcel.Zockerhd: h
[09.05.2016 | 16:52:14] Marcel.Zockerhd: h
[09.05.2016 | 16:52:14] Marcel.Zockerhd: ht
[09.05.2016 | 16:52:15] Marcel.Zockerhd: h
[09.05.2016 | 16:52:16] Marcel.Zockerhd: h
[09.05.2016 | 16:52:16] Marcel.Zockerhd: h
[09.05.2016 | 16:52:17] Marcel.Zockerhd: h
[09.05.2016 | 16:52:17] Marcel.Zockerhd: h
[09.05.2016 | 16:52:19] Marcel.Zockerhd: h
[09.05.2016 | 16:57:20] Florian.Pacman: 7VERKAUFE !
[09.05.2016 | 17:29:43] Marcel.Zockerhd: o,,,,,,,,,,,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
[09.05.2016 | 17:35:04] /me Florian.Pacman: verwendet sein Verbandszeug.
[09.05.2016 | 17:35:06] /me Florian.Pacman: verwendet sein Verbandszeug.
[09.05.2016 | 17:35:09] /me Florian.Pacman: trinkt Bier.
[09.05.2016 | 17:35:12] /me Florian.Pacman: trinkt Bier.
[09.05.2016 | 17:35:14] /me Florian.Pacman: trinkt Bier.
[09.05.2016 | 17:35:16] /me Florian.Pacman: trinkt Bier.
[09.05.2016 | 17:35:17] /me Florian.Pacman: trinkt Bier.
[09.05.2016 | 18:12:59] Marcel.Zockerhd: afk
[09.05.2016 | 19:37:04] Florian.Pacman: 7afk
[12.06.2016 | 14:01:29] /me Sebastian.Hunter: stattet sich mit einer MP5 aus.
[13.06.2016 | 10:41:14] /me Matze.Gamingtv: verwendet sein Radio.
[13.06.2016 | 10:41:38] /me Matze.Gamingtv: verwendet sein Radio.
[13.06.2016 | 11:47:17] /me Matze.Gamingtv: verwendet sein Radio.
[13.06.2016 | 16:47:57] /me Marcel.Paul: trinkt Bier.
[13.06.2016 | 16:48:04] /me Marcel.Paul: trinkt Bier.
[13.06.2016 | 16:48:06] /me Marcel.Paul: trinkt Bier.
[13.06.2016 | 16:49:10] /me Marcel.Paul: verwendet sein Radio.
[13.06.2016 | 16:50:33] /me Marcel.Paul: verwendet sein Radio.
[13.06.2016 | 16:56:09] /me Marcel.Paul: verwendet sein Radio.
[13.06.2016 | 17:11:51] /me Marcel.Paul: verwendet sein Radio.
[13.06.2016 | 17:19:05] /me Marcel.Paul: verwendet sein Radio.
[13.06.2016 | 17:19:15] /me Marcel.Paul: verwendet sein Radio.
[13.06.2016 | 17:19:23] /me Marcel.Paul: verwendet sein Radio.
[13.06.2016 | 17:26:32] /me Marcel.Paul: verwendet sein Radio.
[13.06.2016 | 17:34:35] /me Marcel.Paul: verwendet sein Radio.
[13.06.2016 | 17:35:30] /me Marcel.Paul: verwendet sein Radio.
[13.06.2016 | 17:49:21] /me Matze.Gamingtv: verwendet sein Verbandszeug.
[13.06.2016 | 17:49:22] /me Matze.Gamingtv: verwendet sein Verbandszeug.
[13.06.2016 | 18:25:53] Ryan.Mcmillen: hahahah
[13.06.2016 | 18:25:56] Ryan.Mcmillen: xD
[13.06.2016 | 18:25:57] Jay.Mcmillen: ?
[13.06.2016 | 18:49:44] /me Ryan.Mcmillen: verwendet sein Radio.
[14.06.2016 | 21:16:46] Florian.Mrpacman: also job bekomme ich nicht wieder
[14.06.2016 | 21:16:55] Matze.Gamingtv: Job?
[14.06.2016 | 21:17:07] Florian.Mrpacman: ares
[14.06.2016 | 21:17:34] Matze.Gamingtv: Kannst  gerne Ares Leitung sein
[14.06.2016 | 21:17:50] Florian.Mrpacman: das wäre nett xD
[14.06.2016 | 21:18:13] Matze.Gamingtv: Fertig
[14.06.2016 | 21:18:27] Florian.Mrpacman: danle
[14.06.2016 | 21:18:29] Florian.Mrpacman: danke
[14.06.2016 | 21:20:17] Florian.Mrpacman: schließt
[14.06.2016 | 21:20:24] Florian.Mrpacman: in 10sek
[14.06.2016 | 21:20:46] Matze.Gamingtv: kacke bin ja nicht im dienst
[14.06.2016 | 21:24:51] Florian.Mrpacman: hab nichts xD
[14.06.2016 | 21:25:23] Matze.Gamingtv: aussteigen und f drücken
[14.06.2016 | 21:25:30] Matze.Gamingtv: Hast das Geld?
[14.06.2016 | 21:25:30] Florian.Mrpacman: lol
[14.06.2016 | 21:25:33] Florian.Mrpacman: ja
[14.06.2016 | 21:26:12] Florian.Mrpacman: wussssaaaa
[14.06.2016 | 21:26:14] Florian.Mrpacman: danke
[14.06.2016 | 21:30:11] Matze.Gamingtv: mach mal auf
[14.06.2016 | 21:30:20] Florian.Mrpacman: so
[14.06.2016 | 21:32:36] Matze.Gamingtv: Bast
[14.06.2016 | 21:32:39] Florian.Mrpacman: lol
[14.06.2016 | 21:32:43] Florian.Mrpacman: wie geil
[14.06.2016 | 21:33:44] Florian.Mrpacman: ey
[14.06.2016 | 21:33:48] Florian.Mrpacman: geld
[14.06.2016 | 21:35:00] Florian.Mrpacman: OHA
[14.06.2016 | 21:35:05] Florian.Mrpacman: anzeige
[14.06.2016 | 21:36:06] Florian.Mrpacman: bitte ares
[14.06.2016 | 21:36:47] Florian.Mrpacman: ich übe noch ein bischen wenn was ist schreiben sehe es 
[14.06.2016 | 21:37:02] Matze.Gamingtv: was üben?
[14.06.2016 | 21:37:27] Florian.Mrpacman: für führerschein
[14.06.2016 | 21:37:47] Florian.Mrpacman: dankew
[14.06.2016 | 21:37:53] Matze.Gamingtv: stop stehen bleiben
[14.06.2016 | 21:37:56] Florian.Mrpacman: hab morgen prüfung XD
[14.06.2016 | 21:39:34] Matze.Gamingtv: So jetzt hast alle
[14.06.2016 | 21:39:38] Florian.Mrpacman: thx
[15.06.2016 | 15:13:09] Matze.Gamingtv: Was für ein Grafikbug?
[15.06.2016 | 15:13:10] Florian.Mrpacman: da oben
[15.06.2016 | 15:13:19] Matze.Gamingtv: Hä? Da ist nix
[15.06.2016 | 15:13:22] Florian.Mrpacman: stell dich mal neben mich 
[15.06.2016 | 15:13:44] Florian.Mrpacman: und guck von unter deiner figur und dann die kamera nach oben
[15.06.2016 | 15:14:02] Florian.Mrpacman: da steht laps und so
[15.06.2016 | 15:14:09] Matze.Gamingtv: Bei mir ist nix
[15.06.2016 | 15:14:13] Florian.Mrpacman: warte
[15.06.2016 | 15:14:16] Florian.Mrpacman:  Danke für ihre Kooperation,Sie dürfen nun weiterfahren.
[15.06.2016 | 15:37:44] Matze.Gamingtv: auspacken
[15.06.2016 | 16:08:44] Matze.Gamingtv: Gamtv.Gamerhd
[15.06.2016 | 16:10:30] Florian.Mrpacman: 7verkaufe 25000
[18.06.2016 | 23:11:18] Matze.Gamingtv: setschluessel 2 Matze.Gamingtv
[18.06.2016 | 23:13:24] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Infernus) geöffnet.
[20.06.2016 | 14:13:13] /me Gamer.Ladynicky: verwendet sein Radio.
[22.06.2016 | 18:27:58] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Sultan) geöffnet.
[22.06.2016 | 18:28:37] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Sultan) geöffnet.
[22.06.2016 | 18:35:01] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Sultan) geöffnet.
[22.06.2016 | 19:07:40] /me Florian.Mrpacman: trinkt eine Cola.
[22.06.2016 | 19:07:44] /me Florian.Mrpacman: trinkt eine Cola.
[22.06.2016 | 19:30:26] Florian.Mrpacman: Ich habe illegale Gegenstaende bei Ihnen gefunden und werde Sie ihnen jetzt abnehmen!
[22.06.2016 | 19:30:33] /me Florian.Mrpacman: verwendet sein Verbandszeug.
[22.06.2016 | 19:31:25] Florian.Mrpacman: Würden sie mir Bitte ihre Lizenzen zeigen?
[22.06.2016 | 19:31:25] Florian.Mrpacman: Guten tag Sir!
[22.06.2016 | 19:31:25] Florian.Mrpacman: Würden sie mir Bitte ihre Lizenzen zeigen?
[22.06.2016 | 19:31:25] Florian.Mrpacman:  O.K. Wuerden Sie mir die Erlaubnis geben, Sie zu durchsuchen?
[22.06.2016 | 19:31:27] Florian.Mrpacman: Ich habe illegale Gegenstaende bei Ihnen gefunden und werde Sie ihnen jetzt abnehmen!
[22.06.2016 | 19:31:27] Florian.Mrpacman: Dürfte ich bei ihnen einen Alkoholtest durchführen?
[22.06.2016 | 19:31:29] Florian.Mrpacman:  Danke für ihre Kooperation,Sie dürfen nun weiterfahren.
[22.06.2016 | 19:42:27] Florian.Mrpacman: Guten tag Sir!
[22.06.2016 | 19:42:28] Florian.Mrpacman: Würden sie mir Bitte ihre Lizenzen zeigen?
[23.06.2016 | 18:16:42] /me Marcel.Paul: verwendet sein Radio.
[23.06.2016 | 18:18:09] /me Marcel.Paul: verwendet sein Radio.
[23.06.2016 | 19:03:30] Florian.Mrpacman: Ich habe illegale Gegenstaende bei Ihnen gefunden und werde Sie ihnen jetzt abnehmen!
[23.06.2016 | 19:34:16] Matze.Gamingtv: register Name Passwort
[23.06.2016 | 19:44:06] /me Florian.Mrpacman: trinkt eine Cola.
[23.06.2016 | 20:08:20] Florian.Mrpacman: ./bestellen swatvan
[23.06.2016 | 20:29:09] /me Florian.Mrpacman: verwendet sein Verbandszeug.
[24.06.2016 | 14:50:01] /me Marcel.Paul: verwendet sein Radio.
[24.06.2016 | 14:50:45] /me Marcel.Paul: verwendet sein Radio.
[24.06.2016 | 18:52:04] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Sultan) geöffnet.
[24.06.2016 | 18:52:14] /me Florian.Mrpacman: verwendet sein Reparatur Kit.
[24.06.2016 | 20:59:16] /me Florian.Mrpacman: verwendet sein Verbandszeug.
[24.06.2016 | 21:05:04] Florian.Mrpacman: 7mrgate
[24.06.2016 | 21:33:42] /me Florian.Mrpacman: trinkt eine Cola.
[24.06.2016 | 21:33:44] /me Florian.Mrpacman: trinkt eine Cola.
[25.06.2016 | 19:27:06] /me Marcel.Paul: verwendet sein Radio.
[25.06.2016 | 19:34:20] /me Marcel.Paul: verwendet sein Radio.
[25.06.2016 | 19:34:48] /me Marcel.Paul: verwendet sein Radio.
[25.06.2016 | 19:37:54] /me Marcel.Paul: verwendet sein Radio.
[25.06.2016 | 20:13:51] Florian.Mrpacman: 229144
[25.06.2016 | 20:27:35] Ron.Noname: hay
[25.06.2016 | 20:27:41] Florian.Mrpacman: guten tag
[25.06.2016 | 20:27:57] Ron.Noname: nice care :D
[25.06.2016 | 20:28:01] Florian.Mrpacman: danke
[25.06.2016 | 20:28:03] Florian.Mrpacman: :D
[25.06.2016 | 20:28:18] Ron.Noname: kannst du mich zum busdepo bringen?
[25.06.2016 | 20:28:28] Florian.Mrpacman: ja aber du brauchst die scheine
[25.06.2016 | 20:28:36] Florian.Mrpacman: inhaber ist unterwegs
[25.06.2016 | 20:28:36] Ron.Noname: ömm wo mache ich die?: D
[25.06.2016 | 20:28:51] Ron.Noname: hay
[25.06.2016 | 20:28:53] Marcel.Paul: guten tag
[25.06.2016 | 20:29:15] Ron.Noname: Ich brauche son paar scheine :D
[25.06.2016 | 20:29:31] Marcel.Paul: ja dafür ist der liebe pacman da :D
[25.06.2016 | 20:29:38] Florian.Mrpacman: diggah
[25.06.2016 | 20:29:49] Florian.Mrpacman: ich hab das autohaus
[25.06.2016 | 20:29:51] Ron.Noname: wie isn die ts ip
[25.06.2016 | 20:30:31] Marcel.Paul: dann gucken sie mal unter f1 :D
[25.06.2016 | 20:30:36] Ron.Noname: oke
[25.06.2016 | 20:30:41] Ron.Noname: ah danke
[25.06.2016 | 20:31:06] Marcel.Paul: ja kd dafür sind wir da :)
[25.06.2016 | 20:31:54] Ron.Noname: wie isn der port? der steht da nähmlich net :D
[25.06.2016 | 20:32:32] Florian.Mrpacman: der port is 9987
[25.06.2016 | 20:32:35] Marcel.Paul: in kleinen moment
[25.06.2016 | 20:32:44] Ron.Noname: oke
[25.06.2016 | 20:32:55] Marcel.Paul: steigen sie mal bitte bei pacman ein 
[25.06.2016 | 20:33:08] Ron.Noname: ts ip funzt net
[25.06.2016 | 20:33:38] Ron.Noname: STvO :D
[25.06.2016 | 20:34:01] Florian.Mrpacman: immer 100 fahren und wenn blitzer da ist einfach abbremsen :D
[25.06.2016 | 20:34:29] Ron.Noname: ich gucke kurz wegen ts
[25.06.2016 | 20:34:34] Florian.Mrpacman: steig mal bitte ein
[25.06.2016 | 20:34:35] Ron.Noname: da haut iwas net hin
[25.06.2016 | 20:34:39] Florian.Mrpacman: die fahrt dauert
[25.06.2016 | 20:35:56] Ron.Noname: kannst du mir glich die ts³ IP geben? :D
[25.06.2016 | 20:36:06] Florian.Mrpacman: ja
[25.06.2016 | 20:37:12] Florian.Mrpacman: 79.133.59.107 port 9987
[25.06.2016 | 20:37:17] Ron.Noname: hea
[25.06.2016 | 20:37:24] Ron.Noname: geht net
[25.06.2016 | 20:37:33] Florian.Mrpacman: lol
[25.06.2016 | 20:37:38] Florian.Mrpacman: mach mal 
[25.06.2016 | 20:38:03] Florian.Mrpacman: 79.133.59.107:9987
[25.06.2016 | 20:38:22] Ron.Noname: funzt net
[25.06.2016 | 20:38:35] Florian.Mrpacman: hä
[25.06.2016 | 20:38:53] Ron.Noname: oder ist der TS down :D
[25.06.2016 | 20:39:10] Florian.Mrpacman: ne sind ja drauf
[25.06.2016 | 20:39:20] Ron.Noname: oke
[25.06.2016 | 20:39:33] Ron.Noname: kannst du glich nochmal in ts die IP Raus kopieren
[25.06.2016 | 20:39:51] Florian.Mrpacman: mach mal ohne denn port
